name,image,code,category,sub_type,Company,product_link
2.4 MP Astra HD IR Dome Camera - 30 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1505p_cp-gtc-d24l3.jpg,CP-GTC-D24L3,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-gtc-d24l3
2.4 MP Astra HD VF IR Dome Camera - 40 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1506p_cp-gtc-d24fl4.jpg,CP-GTC-D24FL4,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-gtc-d24fl4
2.4 MP Astra HD IR Bullet Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1507p_cp-gtc-t24l2c.jpg,CP-GTC-T24L2C,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-gtc-t24l2c
2.4 MP Full HD IR Dome Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1861p_cp-vac-d24l2.jpg,CP-VAC-D24L2,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-vac-d24l2
2.4 MP Full HD IR Dome Camera - 30 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1862p_cp-vac-d24l3.jpg,CP-VAC-D24L3,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-vac-d24l3
2.4 MP Full HD VF IR Vandal Dome Camera - 40 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/c/p/cp-vac-v24fl4.jpg,CP-VAC-V24FL4,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-vac-v24fl4
2.4 MP Full HD IR Bullet Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1864p_cp-vac-t24pl2.jpg,CP-VAC-T24PL2,HD_Cam,2.4MP,CP_Plus,http://www.cpplusworld.com/cp-vac-t24pl2
4 MP IR HDCVI Dome Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1831p_cp-uvc-da40l2.jpg,CP-UVC-DA40L2,HD_Cam,4MP,CP_Plus,http://www.cpplusworld.com/cp-uvc-da40l2
4 MP IR HDCVI Vandal Dome Camera - 30 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1832p_cp-uvc-va40fl3.jpg,CP-UVC-VA40FL3,HD_Cam,4MP,CP_Plus,http://www.cpplusworld.com/cp-uvc-va40fl3
4 MP IR HDCVI Bullet Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1833p_cp-uvc-ta40l2.jpg,CP-UVC-TA40L2,HD_Cam,4MP,CP_Plus,http://www.cpplusworld.com/cp-uvc-ta40l2
4 MP IR HDCVI Bullet Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1834p_cp-uvc-ta40l2m.jpg,CP-UVC-TA40L2M,HD_Cam,4MP,CP_Plus,http://www.cpplusworld.com/cp-uvc-ta40l2m
4K WDR HDCVI IR Bullet Camera - 100Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/c/p/cp-uvc-tc4k08zl10-vmd.jpg,CP-UVC-TC4K08ZL10-VMD,HD_Cam,4K,CP_Plus,http://www.cpplusworld.com/cp-uvc-tc4k08zl10-vmd
2MP HDCVI IR MotionEye Bullet Camera - 20 Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/c/p/cp-uvc-ta20l2-m.jpg,CP-UVC-TA20L2-M,HD_Cam,IOT,CP_Plus,http://www.cpplusworld.com/cp-uvc-ta20l2-m
1 MP HD IR IP Cube Camera,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium780p_cp-unc-cs10l1.jpg,CP-UNC-CS10L1,IP_Cam,default,CP_Plus,http://www.cpplusworld.com/cp-unc-cs10l1
1 MP HD IR IP Cube Camera with Wi-Fi,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium781p_cp-unc-cs10l1w.jpg,CP-UNC-CS10L1W,IP_Cam,default,CP_Plus,http://www.cpplusworld.com/cp-unc-cs10l1w
1 MP HD Array Dome Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1178-cp-unc-da10r3.jpg,CP-UNC-DA10R3,IP_Cam,default,CP_Plus,http://www.cpplusworld.com/cp-unc-da10r3
1 MP HD Array Bullet Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1179-cp-unc-ta10r3.jpg,CP-UNC-TA10R3,IP_Cam,default,CP_Plus,http://www.cpplusworld.com/cp-unc-ta10r3
1.3 MP HD IR Dome Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1063-cp-unc-da13l3.jpg,CP-UNC-DA13L3,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-unc-da13l3
1.3 MP HD IR Dome Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1066-cp-unc-dd13l3.jpg,CP-UNC-DD13L3,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-unc-dd13l3
1.3 MP HD IR Bullet Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1072-cp-unc-tb13fl3.jpg,CP-UNC-TB13FL3,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-unc-tb13fl3
1.3 MP HD WDR IR Bullet Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1073-cp-unc-tb13fl3-md.jpg,CP-UNC-TB13FL3-MD,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-unc-tb13fl3-md
1.3 MP HD IR Dome Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1803p_cp-enc-d13l3.jpg,CP-ENC-D13L3,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-enc-d13l3
1.3 MP Full HD IR Bullet Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1804p_cp-enc-t13l3.jpg,CP-ENC-T13L3,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-enc-t13l3
1.3 MP Full HD IR Bullet Camera - 30Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/h/t/httpwww.cpplusworld.comuploadsproductmedium1805p_cp-enc-t13l3-vm.jpg,CP-ENC-T13L3-VM,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-enc-t13l3-vm
1.3 MP HD VF IR Vandal Dome Camera - 40Mtr.,http://www.cpplusworld.com/pub/media/catalog/product/cache/small_image/240x300/beff4985b56e3afdbeabfc89641a4582/c/p/cp-enc-v13fl4-vm.jpg,CP-ENC-V13FL4-VM,IP_Cam,1.3MP,CP_Plus,http://www.cpplusworld.com/cp-enc-v13fl4-vm
